feature,abs_coeff
SCD,0.07871602265720483
HJV,0.07865021329083345
PLA2G2A,0.07854577677323724
CCN1,0.07841567839727068
ZNF503,0.07833433475354984
PDE9A,0.078224048125026
TRPM8,0.07801225661130934
MT1A,0.07781402594175137
PIPOX,0.07772633515298656
CPS1,0.07767407720260401
MDK,0.07736434507879868
ANXA10,0.07734261442403492
HLA-F,0.07729636283076648
SCAMP5,0.07719988330654362
PPARGC1A,0.07682980502480646
ENHO,0.07657209286170231
KCNK1,0.07657022183933043
OXER1,0.07642095517034107
ABCG5,0.07636358011384009
FGF21,0.07627758150529286
TREM2,0.07625127121205043
OBSL1,0.07614275702845252
CCDC170,0.07552299467700446
ASGR2,0.07522748136826288
SLC2A10,0.07499757257778764
SCP2,0.07495000663960064
KLB,0.07429656346728196
KDM8,0.07404260130363623
FNDC4,0.07384228377637635
SLC38A1,0.07381138786802867
ELF3,0.07371173821565753
TRIM31,0.07367872748062124
MFSD2A,0.07364664443941872
DAO,0.07363776565380567
GUCA2B,0.0736367082275701
ANG,0.073595564282616
SRD5A2,0.07334533081146749
AURKB,0.07325888481409423
NCK2,0.07322281405613723
TP53I3,0.07309116669436194
SNORC,0.07275750544854954
CDC20,0.07266701431315764
PLAAT3,0.07239998173093612
LECT2,0.07205900760441551
DIO1,0.07194406522420246
UGT1A6,0.07188670028296618
ERBB2,0.07186430208895524
PTTG1,0.07185685422458679
RELN,0.07143178792712403
TFR2,0.07142656132723789
ATF5,0.07109174923745357
DEPP1,0.07104598390502422
CTSS,0.07104041691103512
LTBP4,0.07103127187819917
ITIH2,0.07093681449620835
APOM,0.07069756257138618
ALPL,0.07066145628758054
HABP2,0.07059036008153091
UROC1,0.07054679892391164
SEC14L4,0.07050746909453212
MYRIP,0.07048956062093498
FASN,0.07036329549671817
NR4A1,0.0702208868957625
IGFALS,0.07013391319321047
TTC36,0.07008008174782948
H2BC4,0.06991684836153839
TMEM30B,0.06976861759974243
HSPA1B,0.06962915972657266
CPE,0.06950258447891942
SIPA1L2,0.06926395276422923
VTN,0.069254882829326
SORD,0.06905989413269982
CCN2,0.06884356351758184
CLDN3,0.06871161462137323
CMBL,0.06859819266712995
ACY3,0.06854810643483214
CD44,0.06847920148073958
EPHX2,0.06831511796646665
APOA5,0.06823998262106112
SMOX,0.06801788349396529
TYMP,0.06792114338103128
ALDOC,0.06788377029370518
NPNT,0.06784687598754179
GALNT18,0.06709356413960993
DNALI1,0.06669716630029067
ENPP2,0.06655410892300347
EHF,0.06646140122687418
ABCC2,0.06633493862079233
C8A,0.06614296548243542
CFB,0.06604333598359254
TMEM98,0.06580150675063219
CCL25,0.06579177630092539
PRNP,0.06569987631391425
CAVIN2,0.06561247530715403
PHYHD1,0.06558571141665193
HLA-DQA1,0.06541632805267188
CBR1,0.06541170455326409
GPD1,0.06529791282862868
CXCL11,0.06527240878080744
ACSL5,0.06513317678616735
MROH6,0.06489471376551191
MT1X,0.06487836788800527
C4B,0.06485902599458507
SKAP1,0.06480864871550861
PRAG1,0.06479118388465958
IRF6,0.06449528559319483
AP1M2,0.064448085697382
SERINC2,0.06422701883828547
CIDEC,0.06405712029496911
CYB561,0.06392609377100109
SLC17A4,0.06391175745256428
CYP2C8,0.06390679184225578
CYBA,0.06367322990439403
PGGHG,0.0633968102775058
FABP4,0.06319875574682864
CGREF1,0.06315505011472855
GFRA1,0.06276549602596371
HSD17B6,0.06271260495477977
APOC1,0.0626839457993468
RASL11A,0.06268244640539394
SYBU,0.06261310056177559
BAIAP2L2,0.06258339230111176
FBXO27,0.06236191308368131
ABCA6,0.062258185480957885
SLCO1B3,0.06205304259216852
RAMP1,0.06201295454797359
KHK,0.061961307647910746
MST1,0.06193719429393251
THBS2,0.061921062299048826
HSD17B14,0.06188312156373254
AQP3,0.06181964886382719
GHR,0.06176436293726549
PACSIN3,0.06174940182698218
ACSL1,0.06166298228930352
DBN1,0.061367538352259686
RORC,0.06132521420332304
SLC13A5,0.06077688063063634
EBF4,0.060538560573320944
ISX,0.06049655904905985
RAP1GAP,0.06008709327808554
NKG7,0.06007077439625797
ACTA2,0.06003480757746185
KLF9,0.060030033964863345
CYP8B1,0.05990296709957149
RBPMS2,0.05984354836774212
ADGRG6,0.05978951856458866
PEG10,0.05965437576658753
APCS,0.05964315945850472
PFKFB3,0.05960489845821764
ASPG,0.05939632592216025
GLUL,0.05927298346633943
CFH,0.05923879230862981
ELOVL2,0.05920376534689174
H2AC6,0.059126044349437676
SQSTM1,0.05893824145459983
ASS1,0.05873623254639501
VEGFB,0.05851900346852754
AFP,0.058503472691395664
RPL39L,0.058392093173084005
NAT8,0.058389773603303774
CAPG,0.05834792601636132
CDKN3,0.058323777497023395
OSMR,0.05830266390912459
SELENOM,0.05824360844525246
CD24,0.058099135572023994
NNMT,0.05771377078009425
KCNS3,0.057555570160480844
SLPI,0.057460892031523506
ME1,0.05739140254094521
FGFR2,0.057304299576575055
LTB,0.057295464093284655
PANX2,0.05715320395854782
SLC7A5,0.057122582449353886
CKB,0.056990011590775325
SPATC1L,0.056977815849097946
PBLD,0.0568047362727861
C3,0.056311797515133946
KLKB1,0.05629670856550077
DTX4,0.05615369707664268
SLC44A3,0.055954942593720004
LGALS3BP,0.05591209972520487
TSPAN13,0.0555809946993377
P4HA1,0.055550208544352
TP53INP1,0.055481486643070926
AMBP,0.055469447918576456
C6,0.05535043813893657
CGN,0.055052247924767116
KLF15,0.05497270317455582
IL17RB,0.05491007998218249
PCOLCE,0.05490461624420365
GNAZ,0.05488658477357588
MUC13,0.05482302813699654
KMO,0.054765915591694726
NR0B2,0.0546194893624362
LAPTM4B,0.05445284079953951
ABAT,0.05418609804354
EPHX1,0.05405527329639597
CFHR4,0.05404446883969703
UBE2C,0.05392668001616386
CCL2,0.05367134135845603
KCTD17,0.05359166496655024
NMRAL1,0.05351288851550024
EPOP,0.05349634362320731
BAMBI,0.05342376814448819
GDA,0.05316102295591722
ADRB2,0.052792639934498994
GSTA2,0.0527297785094013
TSKU,0.052691145436687736
C4A,0.0526719709347221
CUX2,0.052448633586702535
NR2F1,0.05230066474101009
ALDOB,0.0520330220768889
TMPRSS6,0.052030759053955836
GLYAT,0.05187983769770907
BTG2,0.05160140314454801
ABCB11,0.0514718458913117
TTR,0.051345156665889284
SLC29A4,0.05120300598774048
UGT1A9,0.05118943976759622
MAPK8IP2,0.050939957447606085
EPDR1,0.05086207634049231
SHD,0.05081269345632125
LCAT,0.05081120308003788
HKDC1,0.05059241869794674
OSGIN1,0.050397968138685155
GGH,0.050378545461890516
HAL,0.05030418808336133
DDC,0.05020473099886294
AMOTL1,0.05009076215090272
PHYHIPL,0.0500885033281258
SOD3,0.05008573598255124
CLDN4,0.050043809510702766
ATOH8,0.049953524709674534
ETV4,0.04991229896247689
UBXN10,0.04990481206585661
NPL,0.04987800141832112
PYCARD,0.04958349956646953
RTN4RL2,0.049553420185756654
MT1E,0.04952388845850591
IYD,0.04949552285015504
SLC25A15,0.049477186367695276
CENPM,0.049330954838251256
UGT2A3,0.04914072625091788
PLBD1,0.04906980326069225
GCH1,0.049061702531135724
FMO4,0.04901682523658415
VSNL1,0.04879269174328522
DKK3,0.04866988236056289
SLC16A11,0.04858926443545935
HAMP,0.048496506310963125
CXCL10,0.048383249646088346
CES3,0.04826733657987234
GPAM,0.0480649650834544
MMP11,0.047981311562934795
CITED4,0.047927760773469864
HTRA1,0.04792749930404217
IL1RN,0.04791438739894725
BCAM,0.047757981784163475
ADH6,0.04763184378659257
LRG1,0.04750237773576442
CEBPD,0.047460023321420894
NPM2,0.04737296431440739
SULF2,0.047370530457192604
PKIB,0.04733583782835636
SHISA4,0.04724356422229353
RND1,0.04717440122265453
IFITM2,0.04709606895810803
PRELP,0.04707395064500525
SERPIND1,0.04707290099973134
FETUB,0.047044581424272744
NR1I2,0.04689550236638984
KISS1,0.04688418287479861
TMEM54,0.04681690878837696
PLA2G12B,0.046728723791776686
ROBO1,0.0464940515215135
OASL,0.04639742863121094
ANGPTL3,0.04595832622841433
MARCKSL1,0.04594655059629889
HBB,0.04579165637238112
ENPP7,0.04573739827723663
CERS2,0.045630947632932795
SERPINA1,0.045534573018153175
PALM3,0.04541919769099295
MYL9,0.04531170026957668
TM4SF5,0.04496215544790603
S100A8,0.04466643942073608
FAM110C,0.044645972242367486
GLT1D1,0.044505591410778624
PPP1R3B,0.0443792147903623
OLFM2,0.044348199149966384
LYZ,0.044289570171302084
EPS8L3,0.0442305852152976
SERPINA11,0.04407050562026596
MAL2,0.04392221915843835
CLGN,0.043855578420358816
F7,0.04381547197543086
ACSM2A,0.04370642303337235
BMERB1,0.043666261101382796
EXOC3L4,0.04363148842634609
VCAM1,0.043592670014656915
CDHR2,0.043551963912798954
GAMT,0.043510806854671534
CP,0.04345007122123845
LDHD,0.043441414089414945
STEAP3,0.043404775378365845
CD8A,0.04327595350372329
SLC22A7,0.043211985163699444
COX6A2,0.04318815692820494
ANXA13,0.043127448152261175
PRRG2,0.04307449555355505
HS3ST3B1,0.043026595666077146
GBP3,0.042914028206668564
HSPB1,0.04288700365606291
CPLX1,0.04288635721762213
DGAT2,0.04287761738561791
TMEM256,0.04276747266299607
C9,0.04263656788852974
VWCE,0.0426154150092877
NRSN2,0.04236860592092848
AKAP12,0.04226711786145491
KLF5,0.04220820056621103
CYP4F11,0.04217340052762655
CNGA1,0.04214616751337
CDKN1A,0.041950756915047044
FADS1,0.041773606361243366
CXCL2,0.04163365052891133
RPL26,0.04132157660380363
PAFAH1B3,0.04130278689583621
GPNMB,0.04129454224657432
FGG,0.04114624106785765
SLC10A1,0.040982162772171364
CA2,0.040933745333622616
SLCO1B1,0.04089660840496714
RIDA,0.04088756864821888
RPP25,0.04082134959859514
EPHA1,0.04069205724101608
ASGR1,0.04066851775550047
KCNK5,0.040603517182299834
CYP4F2,0.04042319374504872
RGS16,0.04037208654425948
FGGY,0.04015478494899008
COL5A3,0.03992699947216307
SYT7,0.039902789309856385
TMEM82,0.039894623693492406
CYP1A2,0.03985991747984132
ZG16,0.03968659216934996
PTPRH,0.03955587633282191
APOA2,0.039526313071371444
CYP27A1,0.039464787977706486
CLDN7,0.03942972127748393
EFHD1,0.039360567871248316
UGT2B11,0.03901518382103415
FCGR3A,0.0388871442441753
XDH,0.038761177241888295
FAXDC2,0.038747144175136985
PSMB9,0.038565580301346485
TK1,0.03839027063561028
GPT,0.038379896286158614
PTGR1,0.0383572189247946
EGR1,0.03834720761275804
DEFB1,0.03825970680270045
NEURL3,0.038205183771494795
FUT6,0.03814589203943217
ABCG8,0.038119662063243256
ST14,0.037903670220657146
FAM171A1,0.037742445199222874
AQP9,0.03772786427484036
HLA-DRB1,0.03772191189170452
AMDHD1,0.037503695321094994
CD7,0.0374109198575069
VIL1,0.037401846030549545
PRODH2,0.03728597413269962
S100A9,0.037255301763196
SOD2,0.037101655363509733
RDH16,0.03707248941383886
TMEM176B,0.036714646522724194
IFI27,0.036619100259135375
CDKN1C,0.03655720256800256
HRG,0.036513765845444024
SLC51B,0.03625617972647662
PRG4,0.03623405101926022
PPP1R1A,0.036093461185799924
ABCB4,0.036047541426501066
BBOX1,0.03602602143300956
RBP1,0.035820943270352394
NR1I3,0.03580878209973882
ABCG2,0.035666656685967274
C1QL1,0.03559768271867741
MRAP2,0.03550195858229408
SERPINA10,0.03545663546150942
KDELR3,0.035291368962085304
MAPK13,0.035074700472566944
CDO1,0.03507219879093392
SCPEP1,0.034993417441122714
CADM4,0.03496157503336491
GAS6,0.03477076011933866
SLC39A5,0.0347200409876679
H2BC12,0.034711722804999956
CES1,0.034656928834673174
ISLR,0.03464199866190511
COLEC11,0.03463895275932566
FOLR2,0.03454372774906256
GJB2,0.0344886823987978
GPSM1,0.03440886681950204
ACSS3,0.03437984431811208
UGT2B17,0.03437542997544042
SLC43A3,0.034209662130293035
PCOLCE2,0.034120721072553636
UGT2B7,0.034101554664347125
CYP2A6,0.03404514913548991
UGT2B10,0.03374226814610374
MX1,0.03373713907571866
CFHR2,0.03368141536760758
SDCBP2,0.03358115428389241
CA12,0.033579062159803476
BMP4,0.03353263383156191
CTHRC1,0.03340438222356875
PKLR,0.033374357962455706
BASP1,0.033338543354569615
TESC,0.033304553023551904
SLC6A1,0.033180585755412315
DUSP5,0.0331300996993926
S100A13,0.03308125108549935
BATF,0.033018590131889826
CYP7B1,0.03291999068057502
PFN2,0.03280041590863521
SPINK1,0.032799093301919956
SDSL,0.03279129829825049
ARID3A,0.03271267668285636
PHLDA2,0.0326639904268607
F5,0.03261339550594265
C11orf96,0.03242514356879777
PLEK2,0.0322819504498936
SOX9,0.03227062084118026
PLPP1,0.03223435173960403
GPX2,0.03221644450416915
FABP1,0.032195751959144654
COL14A1,0.03206800512937376
MAP1LC3A,0.03205820393189513
FADS2,0.03201851136793156
CRP,0.032017718881593375
LEAP2,0.03187120478309943
SSTR1,0.031822541614736244
ABRACL,0.0318210564075515
SERPINA4,0.031754849598610455
PIGR,0.03166050673997145
MT2A,0.03163640312486784
IRS2,0.03161327225265192
HSD11B1,0.03140681680514361
ITIH3,0.031394293736945446
GATM,0.03137073950860359
PLAAT4,0.031333199321292714
C4BPA,0.0312405297945573
MPZ,0.031212472080720165
ECM2,0.03115757837475921
PKM,0.031052690557845198
SLC22A9,0.03102388645035298
PDK4,0.030994544608189577
CYP4F22,0.030976936194783634
PSMB8,0.030889263090595444
ST3GAL1,0.03081390746447172
TGM2,0.030694758986941455
ANO1,0.030643468487473804
CCNP,0.030515939050268854
SPINT1,0.030424000986148718
KIF12,0.03037733467868441
TAT,0.030370073468511262
PCK1,0.030369544386445246
SEZ6L2,0.030361390987909232
ANGPTL4,0.030340264136651047
GSTP1,0.03029858992630701
FBXO2,0.030205279538091455
AHSG,0.030161261981791504
SLC6A12,0.030149469625246426
SQLE,0.029926161631409647
GLDC,0.029777050170868666
C1orf210,0.029770613065531908
ALB,0.029745578836790548
SERPINA5,0.029719568628392035
GDF15,0.02968557640934798
ELFN1,0.02955404153065094
NECAB2,0.029530715103417784
C1QC,0.029440384214215364
ADH1A,0.029340501418960396
PCP4L1,0.02930805396015388
OAT,0.029228327816399488
MGLL,0.029201919907111556
AKR1C2,0.029087350817322357
HSPB6,0.029076171651884794
LPA,0.02900278683601721
AOX1,0.028880216111888273
CYP2E1,0.028811881269135625
LBP,0.02878560927222711
HBA2,0.028729524402050163
CYP2C18,0.0285947793939429
SIGIRR,0.028582190760293107
BCL2L10,0.028501360650907463
SOCS3,0.028438634587257726
CYP2B6,0.028428077510242636
F2,0.02840787203418458
RNASE1,0.028406191899639614
IL32,0.028326921106307006
BICC1,0.028264460926690205
AGXT,0.028242012491094107
CYP3A7,0.028236985767464574
C5,0.028188177158724476
NDN,0.028103085909820108
TNFRSF21,0.028057700717637704
HP,0.028048289930126202
IGFBP2,0.027995345928563335
GCAT,0.027989167531708933
HPGD,0.027940978303657583
EHHADH,0.0278983146733034
ERICH5,0.027857790493245566
C1QB,0.0276791323111537
PRR15L,0.02767477734890206
SYT12,0.027647537477076295
HLA-DRA,0.02761810468304366
UGT2B4,0.027612369593444316
SELENOW,0.027514218597631947
CLDN5,0.027257699211785523
GAL3ST1,0.02718394005755421
APOL3,0.027180813602762092
ITPKA,0.02685735470318689
SMIM24,0.02682819588758601
GBP7,0.026825673114142034
LSR,0.026802043763460116
TNFSF14,0.026778140423643525
PLIN4,0.026773660419901743
PCSK9,0.0267675523007446
LRRC3,0.026660942190791535
CFI,0.02662833858556757
S100A14,0.026553177061840252
DTX1,0.026482127295494123
TTC9,0.02641662734984561
SUSD4,0.026294509703322217
CLDN14,0.02588652732707476
SUSD3,0.02576562568407673
TKT,0.025743198830034418
PPP1R3G,0.025612899987440665
CD36,0.025601518241098638
NUGGC,0.02559634401271911
PLA1A,0.025560179210929988
SEL1L3,0.025534925393135278
SLC1A5,0.025472362201713675
ABCB1,0.025439161972638298
KRT7,0.025426889309351768
LAMB3,0.02524123877650647
GPR37,0.024957466861649825
RGS5,0.02494564353568452
SERPINA6,0.024898055807529247
FKBP10,0.024835504394136013
UGT2B15,0.02474252822839485
OGDHL,0.02472426168531599
SLC39A4,0.024719576388761374
UGT3A1,0.0245506976117873
SNX7,0.024469419689500612
DHRS2,0.024329050075065566
HOGA1,0.024302464263710494
HLA-A,0.024106569564648624
GSTM3,0.024052531488952988
TSPO,0.024011895331594577
LRCOL1,0.02398367079304075
S100A11,0.023833256812161488
MAMDC4,0.023784318226764432
TJP3,0.02353781700558404
ARRDC4,0.023452442058687576
FBLN1,0.023439942204405213
HLF,0.023426407750221184
TIMP2,0.02341807063487817
FCN3,0.023328261649691102
CYP1A1,0.023155280258087416
TMEM150B,0.02312899551059902
S100A4,0.023076131442506094
ETNK2,0.02289031384275342
HLA-DPB1,0.022812157918331508
IGF2BP2,0.022811548882273328
CD14,0.022699185232338704
NPC1L1,0.022536281976731937
ID1,0.022374538889164974
NDUFA4L2,0.022362915674693267
CD9,0.02228847616837212
ORM1,0.02214683500327391
APOA4,0.02196883503799899
CDA,0.02195665757615786
AADAC,0.0218377409401203
PROC,0.02182581679060851
UNC5CL,0.021807147276562796
PCK2,0.021527701888947638
HAAO,0.021427328795631962
GPLD1,0.021419746227221755
MYBL2,0.02123636555110921
ADH4,0.02122322943926875
PGLYRP2,0.021098594246282337
HPR,0.020958979707500592
TMSB10,0.02094977572634799
F2RL1,0.02091744590133383
ICA1,0.020908209970366708
IFI6,0.02089166009705092
SLC35C1,0.0208908108143898
CPN1,0.020570720181761395
FES,0.02052669443142312
SOCS1,0.020480982405861145
CXCL12,0.020304565486728432
KNG1,0.02019844073194821
ASPN,0.020186511865302476
ALG1L,0.020032081145817237
TRIM16L,0.01999278571035218
CDHR5,0.019992677678785403
FBP1,0.019974772693105436
FTCD,0.01995313209985702
JCHAIN,0.01990949386141855
TMEM45B,0.019839375464851827
TDO2,0.019772202101885565
CBLC,0.019748460553012374
AGXT2,0.019728302783269928
ALDH3A1,0.019702549041929602
IGFBP3,0.019627990248330597
SPP1,0.019575024715679658
WDR72,0.019439162665032164
ATP5ME,0.01943158320679133
DDIT4,0.01936283951224061
ATP1A1,0.019341906279305838
PON3,0.019260887004096203
TMEM37,0.01910434602961975
CYP2C9,0.019005375433235397
VNN2,0.018898429309889657
INHBC,0.018757816450664638
GC,0.018745201601257384
EVA1A,0.018718051375385368
HLA-DRB5,0.018466140889258943
NAMPT,0.018405270034609397
SLC27A2,0.018395559987497815
PYCR1,0.01836923816290008
SAA1,0.018222348369035624
CDH1,0.018012293824910115
BCHE,0.017921350155571523
ISYNA1,0.017899279591863475
PLEKHA4,0.017868060604891087
DNASE1L3,0.01780920732659114
FGA,0.017806143999649575
HMGCS2,0.01771934079500603
NPR2,0.01771684559361555
TXNRD1,0.017538494567200354
NGFR,0.017412939953030664
INHBB,0.01739860536442563
GPC1,0.0172246186876779
AFM,0.01715896802496873
CTH,0.017098674255827468
PPDPF,0.01699971605268658
OCIAD2,0.01695143564943285
PDZK1IP1,0.01694195499755799
SPARCL1,0.016809479647705527
GREM2,0.016563917673377643
FOXA3,0.0165257857649358
RAMP3,0.016448237382933467
IFI44,0.016427186585368125
ALDH8A1,0.016426704616262465
TNFRSF11B,0.016416160561140473
TRIM16,0.016413056160591064
NQO1,0.01638999678876041
ECHDC3,0.016371739508113336
CYP7A1,0.016371329299334162
JUNB,0.016339248517487956
CXCL1,0.016271417285352023
HAO1,0.0162602823277325
PEMT,0.01623565205337877
TBX3,0.01620965344368332
TF,0.016116718391480767
PMEPA1,0.016098523133683137
B3GNT3,0.016095800864742958
CDT1,0.01609291655822231
FOSB,0.016085756615917154
CDK18,0.016058710899585642
AKR1C4,0.01604167763672959
ANGPTL8,0.016032457397908206
PHLDA3,0.016012622977469956
CD3D,0.015888852060982332
CREB3L3,0.015869622046041
DNAJC12,0.015866172850594117
VNN1,0.015826692746289513
EFEMP1,0.015759425248314213
FKBP1B,0.015687277538452494
ACMSD,0.01550781755073824
OR2I1P,0.01550076717397127
SHMT1,0.015480063036946686
RBP5,0.015427875218364157
HSD17B13,0.015420141478493358
TBX15,0.015384399420255525
CLDN15,0.015382488833260186
TM4SF4,0.015380347865660842
PLTP,0.015372480011856388
SERPINE1,0.015292797156906193
DMGDH,0.015157034520483758
GOT1,0.015092567347967266
ICAM1,0.014858113767361165
H2BC5,0.014827679660718174
H2AC8,0.014720351747599654
C8B,0.014542331241221576
EMILIN1,0.014348667422582591
CYP4A22,0.014141381584114782
GMPR,0.014128382364265397
TM4SF1,0.014022845811532417
COL26A1,0.013987411289137155
CCL20,0.013967347334456317
C1QA,0.013887954342434602
DCDC2,0.013736201186993592
S100A16,0.01370860502216
FOS,0.013676312002943563
CCL5,0.013655541613897726
GOLM1,0.013624822808582047
APOB,0.013562326927847658
AKR1D1,0.01336576857544509
CA5A,0.013356390577497265
TM7SF2,0.013327749779582636
VSIG10L,0.013316298598836986
REEP6,0.013310762928977406
ARG1,0.01330035393156083
HSPB8,0.013224919299025256
CXCL8,0.013161072688191985
TRIM15,0.013102295070538884
TMEM45A,0.013034498252293117
SEC14L2,0.013015649897640372
KRT23,0.013011823639788804
MMP9,0.012979665038868264
ALDH1A1,0.0129746370590003
GPX3,0.012895292775534976
ACKR3,0.012851558099970113
DUSP1,0.012830981954743541
CCND1,0.012827581618072664
HGD,0.012755453459353737
DBNDD1,0.012663128721244563
SLC25A25,0.012587041793671806
NAT2,0.012539226968581146
EPB41L1,0.012414850415708107
PLPPR1,0.012391756088809243
MYOM1,0.012295469091017782
SLC1A2,0.012282230543559472
RPL22L1,0.012244663836339693
BIRC5,0.012221508486319383
COL6A1,0.012188781128073247
TOP2A,0.01209294080652875
IER3,0.01207937469773835
C1R,0.012028130094324034
LIPC,0.012009402370701713
SLC15A1,0.011999105416294419
CYP3A5,0.011905769044922
RHOBTB1,0.011810362401173106
ARRDC2,0.011722445878420376
IL27,0.011396142545793967
SELENBP1,0.011392883693165089
